bin_lo	bin_hi	n	view_unit	n_total	unit	denominator
45.0	50.0	5	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
50.0	55.0	91	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
55.0	60.0	4	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
60.0	65.0	300	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
65.0	70.0	6	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
70.0	75.0	7	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
75.0	80.0	8	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
80.0	85.0	9	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
85.0	90.0	3	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
90.0	95.0	4	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
95.0	100.0	4	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
100.0	105.0	4	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
105.0	110.0	14	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
110.0	115.0	2	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
115.0	120.0	3	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
120.0	125.0	3	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
140.0	145.0	2	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
145.0	150.0	65	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
155.0	160.0	2	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
160.0	165.0	6	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
165.0	170.0	3	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
170.0	175.0	1	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
175.0	180.0	1	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
180.0	185.0	2	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
185.0	190.0	1	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
195.0	200.0	5	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
200.0	205.0	1	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
205.0	210.0	95	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
210.0	215.0	1	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
215.0	220.0	2	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
235.0	240.0	2	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
245.0	250.0	2	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
255.0	260.0	1	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
275.0	280.0	2	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
290.0	295.0	1	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
295.0	300.0	5	physical locus	297793	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-300.0	-295.0	24	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-295.0	-290.0	9	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-290.0	-285.0	16	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-285.0	-280.0	24	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-280.0	-275.0	25	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-275.0	-270.0	16	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-270.0	-265.0	27	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-265.0	-260.0	27	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-260.0	-255.0	26	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-255.0	-250.0	38	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-250.0	-245.0	24	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-245.0	-240.0	20	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-240.0	-235.0	22	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-235.0	-230.0	31	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-230.0	-225.0	44	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-225.0	-220.0	31	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-220.0	-215.0	24	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-215.0	-210.0	21	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-210.0	-205.0	22	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-205.0	-200.0	36	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-200.0	-195.0	72	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-195.0	-190.0	33	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-190.0	-185.0	29	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-185.0	-180.0	36	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-180.0	-175.0	40	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-175.0	-170.0	29	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-170.0	-165.0	32	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-165.0	-160.0	61	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-160.0	-155.0	63	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-155.0	-150.0	78	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-150.0	-145.0	55	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-145.0	-140.0	104	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-140.0	-135.0	108	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-135.0	-130.0	118	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-130.0	-125.0	140	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-125.0	-120.0	110	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-120.0	-115.0	116	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-115.0	-110.0	126	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-110.0	-105.0	404	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-105.0	-100.0	136	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-100.0	-95.0	130	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-95.0	-90.0	139	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-90.0	-85.0	260	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-85.0	-80.0	140	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-80.0	-75.0	201	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-75.0	-70.0	321	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-70.0	-65.0	409	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-65.0	-60.0	387	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-60.0	-55.0	442	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-55.0	-50.0	870	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-50.0	-45.0	1081	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-45.0	-40.0	1022	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-40.0	-35.0	1359	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-35.0	-30.0	2250	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-30.0	-25.0	2364	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-25.0	-20.0	3342	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-20.0	-15.0	3002	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-15.0	-10.0	932	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-10.0	-5.0	709	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
-5.0	0.0	793	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
0.0	5.0	4118	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
10.0	15.0	2	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
15.0	20.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
20.0	25.0	2	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
25.0	30.0	2	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
35.0	40.0	3	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
45.0	50.0	5	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
50.0	55.0	30	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
55.0	60.0	2	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
60.0	65.0	39	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
65.0	70.0	4	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
70.0	75.0	5	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
75.0	80.0	8	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
80.0	85.0	10	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
85.0	90.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
90.0	95.0	5	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
95.0	100.0	4	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
100.0	105.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
105.0	110.0	12	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
110.0	115.0	2	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
115.0	120.0	2	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
120.0	125.0	2	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
135.0	140.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
140.0	145.0	2	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
145.0	150.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
155.0	160.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
160.0	165.0	5	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
165.0	170.0	3	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
170.0	175.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
175.0	180.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
180.0	185.0	2	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
185.0	190.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
190.0	195.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
195.0	200.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
200.0	205.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
205.0	210.0	21	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
210.0	215.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
215.0	220.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
235.0	240.0	2	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
245.0	250.0	2	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
255.0	260.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
275.0	280.0	2	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
285.0	290.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
290.0	295.0	1	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
295.0	300.0	4	exact pair	30924	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
