model_path	model_name_declared	file_stem	leng	nseq	built_from_set_implied_by_nseq	name_matches_file	duplicate_of	sha256	role_in_g4	unit	denominator
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_UG8_80.hmm	globloo_CAND_UG8_80	globloo_CAND_UG8_80	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	5f158fb6984b266dcd8cd912821ea412fc50d92a7b67b2b870f98c7be7b227ed	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_CAND_UG8_99.hmm	globloo_CAND_UG8_99	globloo_CAND_UG8_99	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	38711b3a6f0cbf8809fabd139209e1429e8c173c368be5c8e8a35972ece850d3	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_23OR_1.hmm	globloo_PDB_23OR_1	globloo_PDB_23OR_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	3def314bd4ee5203f1637f1e4ceb176a2f5616d6d41231e068ef6201d8f339dd	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_24NC_1.hmm	globloo_PDB_24NC_1	globloo_PDB_24NC_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	6288d8e325802431e82e871fc5a5c959dc7f9ab36b029dd81408382b7dcdf60b	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_26CZ_1.hmm	globloo_PDB_26CZ_1	globloo_PDB_26CZ_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	363d1b4dcf5a7e087d41f84517fe9ca00cc5b2ff40aae5bb3b35a32acc5bfd34	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_5G2X_3.hmm	globloo_PDB_5G2X_3	globloo_PDB_5G2X_3	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	f32bfc2d3be453b109627baeb796ab56368d5824a995a09c5fa8abf7ec5f99af	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_5HHJ_1.hmm	globloo_PDB_5HHJ_1	globloo_PDB_5HHJ_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	3f5673624397bd9f05c513bf131996fafef734dc67d1bd3e483ba4824102da2b	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_5HHL_1.hmm	globloo_PDB_5HHL_1	globloo_PDB_5HHL_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	32199a58845918dccc20f6a9692430c3342af234f73fece08ae344cf9f60c1ed	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_6AR1_1.hmm	globloo_PDB_6AR1_1	globloo_PDB_6AR1_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	14dfef146a13bf2669ba9d1e38487bf2a7844c315f7b04d4125bbfe98852928b	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_6ME0_3.hmm	globloo_PDB_6ME0_3	globloo_PDB_6ME0_3	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	2c3d64170d428b25b05e6c3769e8930e221da6d057e8b3439427b5fc4fdb2d72	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_7KFT_2.hmm	globloo_PDB_7KFT_2	globloo_PDB_7KFT_2	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	fa474a621a8898c786bec3913dbc1e145fc97e76e3230b902b0c65d5078981ca	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_7R06_1.hmm	globloo_PDB_7R06_1	globloo_PDB_7R06_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	94ec2cd6ff8c0e0d6ff6353f77646ace1046797a01ef7709e2e684f320c4fe24	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_7R08_1.hmm	globloo_PDB_7R08_1	globloo_PDB_7R08_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	042ba8dcb7431c64016ec840d44f41e95bcf238455e765b65419ee1a3df671ca	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_7V9U_1.hmm	globloo_PDB_7V9U_1	globloo_PDB_7V9U_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	fbdd9f2c00300099e2da216849c09b26ddf00696c71fd6963c255ed00f32091b	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_8BGJ_1.hmm	globloo_PDB_8BGJ_1	globloo_PDB_8BGJ_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	7e073d2860ac54cc35ee4abd1f276332b9485fcf9b1aa5b13504092b4b5b7f26	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_8UB7_1.hmm	globloo_PDB_8UB7_1	globloo_PDB_8UB7_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	a9bc9604e1ddebe4e21c055a6e9e5fefac4c25d4cf44317451eb8f1227d0758a	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_9D4S_1.hmm	globloo_PDB_9D4S_1	globloo_PDB_9D4S_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	0275407e7afbcfd9560fe91c997d9fbeb1a3fcd9b2b36f0972417c5745d356bf	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_9E8Z_3.hmm	globloo_PDB_9E8Z_3	globloo_PDB_9E8Z_3	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	81b1fb7ded957d649ae28c11ee747a81dd433d33af560a4884fb867649a4a37b	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_9I2F_2.hmm	globloo_PDB_9I2F_2	globloo_PDB_9I2F_2	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	d61aec38b08abaa92d7ab26f624bc9deaf52499af268062cf0110af37a46a513	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_9L7P_2.hmm	globloo_PDB_9L7P_2	globloo_PDB_9L7P_2	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	127f8d08f9a4d025e56f7791c6c51f815cf8fbe5feaf62af03e80b4c33ad8a4b	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_9LJE_1.hmm	globloo_PDB_9LJE_1	globloo_PDB_9LJE_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	77b826fb114f0140445d41ee2e6d3dd56e3b3438a1e4c73dd9e1148dee03db97	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_9N69_2.hmm	globloo_PDB_9N69_2	globloo_PDB_9N69_2	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	0e9f05c08d568796e3ae6a882cfb1f5ce3d2a4af0f8f2f4d20ac527e26c363ba	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_9WY8_1.hmm	globloo_PDB_9WY8_1	globloo_PDB_9WY8_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	fff4cf710b20e23dd58abdd7a4e41fe0160df98dd5cfe0a985917dd5a1bca1e1	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_9YFD_1.hmm	globloo_PDB_9YFD_1	globloo_PDB_9YFD_1	299	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	93830ba89c092d50bfa6d516c9bb699353fd9bfb8f68d63cc28f18436fed459c	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_9Z6Z_1.hmm	globloo_PDB_9Z6Z_1	globloo_PDB_9Z6Z_1	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	d28703959de67675d820ff11071f17b0e0de0af0634a0ba17d6fb2e3178963c3	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_PDB_9Z6Z_2.hmm	globloo_PDB_9Z6Z_2	globloo_PDB_9Z6Z_2	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	50099ae910e118a4658dc34bdc195b1d0830cc0928f53b8023d172d6cef44260	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1049.hmm	globloo_RETRON_t1049	globloo_RETRON_t1049	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	6dc9a326c0a4414070688b11d65f6b016525a33455bed69e451cba8fa43b0069	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1100.hmm	globloo_RETRON_t1100	globloo_RETRON_t1100	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	dc4f7df612202532c8debb5f978907493930b7ec1427da0f346a73376270d66d	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1143.hmm	globloo_RETRON_t1143	globloo_RETRON_t1143	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	3d73ba6e7ca2394609f8e75e43ffd760dffe4929a9f85fca3c9737c6eb89b852	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1163.hmm	globloo_RETRON_t1163	globloo_RETRON_t1163	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	0a84022f16c3045a020c43357dbe2567be1a2d0a0930e5248980d207168fc205	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1190.hmm	globloo_RETRON_t1190	globloo_RETRON_t1190	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	b2ed9336d64ca64ab078db01f78f5b41e76690698ce722e9cc2504ddedd31db3	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1195.hmm	globloo_RETRON_t1195	globloo_RETRON_t1195	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	1091ff3891f2e04fe1867fefb5c19d22ec0f83e626b7c04c7b5b82a02a557004	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1294.hmm	globloo_RETRON_t1294	globloo_RETRON_t1294	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	3f677c7f9d67c991bfcd885093c82da707d5197739f12fef81291be2532a42c1	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1323.hmm	globloo_RETRON_t1323	globloo_RETRON_t1323	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	4d39af4f9ff8d46d2a4d9e7b6cdfc64663af2531e0c234619c68299aa94dfdb0	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1352.hmm	globloo_RETRON_t1352	globloo_RETRON_t1352	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	8b3da5ce14fc90582d93dc567c724280d6fcf5d1ac16cd0c261eee4958bf29b7	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1353.hmm	globloo_RETRON_t1353	globloo_RETRON_t1353	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	7fb100317bd65864c4ea2d02cd86a39745207b704bfd646a517ad1b16944278a	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1374.hmm	globloo_RETRON_t1374	globloo_RETRON_t1374	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	1a68cc8c0006ead96469ab1e7f94f99909fe2f98f593aadaccd49df11fc36628	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1391.hmm	globloo_RETRON_t1391	globloo_RETRON_t1391	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	0840de04353fa3531012f68b45101eb877c1d06c08847e50b5494bd77ffb3e3b	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1421.hmm	globloo_RETRON_t1421	globloo_RETRON_t1421	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	7c74eeceffe60b1d36b806a7acb42027b8264aa820b69c7e003e3efd3c4efa72	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1422.hmm	globloo_RETRON_t1422	globloo_RETRON_t1422	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	0eefca78a7b1b520f53f880c06256473c411dfcac076ac2ba39f09e270d4847c	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1429.hmm	globloo_RETRON_t1429	globloo_RETRON_t1429	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	7f66c7320da45a46235d3fee34b0ac9cd1130e70cddd0efd3c58dae893406ff4	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1450.hmm	globloo_RETRON_t1450	globloo_RETRON_t1450	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	240c6c49f3cbe8ec0bbede223e73f56f0625179ed9b33ff6cd23d07b5a172032	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1453.hmm	globloo_RETRON_t1453	globloo_RETRON_t1453	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	a96c80b1ff0d13c42879719c7b304594637eb7e4ec7400ef9bb1fbd5431bb1f5	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1520.hmm	globloo_RETRON_t1520	globloo_RETRON_t1520	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	55737b2904eb1eee3896d4ef549e2ec4b14136b5b844c09a98107731a31eb2db	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1609.hmm	globloo_RETRON_t1609	globloo_RETRON_t1609	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	df13dc57bcf330b6cd99ca14b780ede95a2aaede15bb3e38fe2451e6d5935c9b	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t161.hmm	globloo_RETRON_t161	globloo_RETRON_t161	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	375abc17102705f7c8d580c3191418a04a12149bd6e5c01c6fccd7a42d248054	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1673.hmm	globloo_RETRON_t1673	globloo_RETRON_t1673	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	92f217b863850b0c68e034c48f0a5c2385fb2abecaddd81bf5aff024bc1c5b26	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1687.hmm	globloo_RETRON_t1687	globloo_RETRON_t1687	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	3e3ba9257aa797cae9603a7b9191103dfbe4e46da2dcf63a386efcaba30856a0	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1703.hmm	globloo_RETRON_t1703	globloo_RETRON_t1703	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	59148110e9f65ad288e9b28007d2332b9937e01d5a0216fd507c8f7d960f6d3d	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1710.hmm	globloo_RETRON_t1710	globloo_RETRON_t1710	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	144770cc35860048cbbfb5b1f6e309c1c4a3e6e0099329020a1e39025f600d13	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1732.hmm	globloo_RETRON_t1732	globloo_RETRON_t1732	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	423c2fefe9cb56302a1ae109ee24725c0d4682973dfeb514cdb12a4f266b013d	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1894.hmm	globloo_RETRON_t1894	globloo_RETRON_t1894	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	3a30640755c39759541bb810ba8e543c1990757ffe467e390242dadf632bea7f	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t1928.hmm	globloo_RETRON_t1928	globloo_RETRON_t1928	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	01dce8768bc572d8005f4cbdbea9c464e5131ce1718d6798e1077bb9850d4b4b	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t208.hmm	globloo_RETRON_t208	globloo_RETRON_t208	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	5e1a249198685e60bb55212a776e6ea8479c465f989d04a81cb8b9a294bd6953	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t257.hmm	globloo_RETRON_t257	globloo_RETRON_t257	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	13f571bd2af957d786aed8c1a7e6bde4b7f290b3c87b34372eca0423b50e867e	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t290.hmm	globloo_RETRON_t290	globloo_RETRON_t290	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	66b26b0108a8f213501595e53848ae7a7af1795801b60d7d19268abea0e5d36f	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t400.hmm	globloo_RETRON_t400	globloo_RETRON_t400	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	0141960a89b314e423823049dd26ed01ad325b578dabfb34d4eaaf6bf3b45885	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage2b_assessor_redesign/step3_hmm/cache/lofo/globloo_RETRON_t430.hmm	globloo_RETRON_t430	globloo_RETRON_t430	305	166	AMBIGUOUS - NSEQ matches no known subset size	YES	none	44e54e36548ac362131bb9544c63e51eef39ad0142d0923d119a9d593326c5e6	PRIOR / AUDIT / COMPARATOR - not training truth for g4	prior model	profile HMMs found under the audited prior trees
