sequence_id	sequence_hash	length_aa	family_from_identifier	original_identifier	source_database_or_file	generating_script	selection_criterion	annotation_before_inclusion	exact_in_align000044	exact_in_toro742	exact_in_myrt1844	exact_in_gold171	exact_in_anchors72	exact_in_stage1	best_identity_myrt	best_identity_toro	best_identity_align000044	best_identity_stage1	stage1_leakage_class	structural_gate_passed	selected_using_structure	n_prior_models_that_saw_it	prior_model_note	role_in_g4	unit	denominator
CAND_UG12_12	9e32c2ac9d104979ccb9e74669ba8b74eb085ac9db511ba068d21181800f9298	647	UG12	rt_hash f101aba88a4b2451 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG12, coverage_tier RT7_DISSENTER, cd-hit cluster 12 of 266 (cluster size 74, family pool 1557)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 88.1, 22 crystal donors at TM>=0.5, max TM 0.937	NO	NO	NO	NO	NO	YES	0.7100		0.5570	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG12_147	b4bf5a0acf2cb8362273bcb7fafbf3d4f61033489300468613a3aaacbb5ed01f	516	UG12	rt_hash 1f8171a0cad89a8f (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG12, coverage_tier RT7_DISSENTER, cd-hit cluster 147 of 266 (cluster size 61, family pool 1557)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 75.2, 27 crystal donors at TM>=0.5, max TM 0.917	NO	NO	NO	NO	NO	YES	0.5220	0.5750	0.2540	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG12_21	e1a18be0183e23fa03a0d392078c5a4d12e1c61900fc08212013866db8fff27e	631	UG12	rt_hash c483e744b77a410e (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG12, coverage_tier RT7_DISSENTER, cd-hit cluster 21 of 266 (cluster size 129, family pool 1557)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 85.2, 20 crystal donors at TM>=0.5, max TM 0.933	NO	NO	NO	NO	NO	YES	0.7390		0.5310	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG12_230	b96c08beb8bdc41d2889b55fa954564454c889f5cf244dbe719575b4b8d04e2a	419	UG12	rt_hash f6c1f108af03a434 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG12, coverage_tier RT7_DISSENTER, cd-hit cluster 230 of 266 (cluster size 54, family pool 1557)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 88.7, 27 crystal donors at TM>=0.5, max TM 0.941	NO	NO	NO	NO	NO	YES	0.9890			1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG12_3	fa18c5807c5527cd8bc762844b7b49c16a85b620bc894dff2a35157fd8655b19	721	UG12	rt_hash 96ff12a29d22b44c (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG12, coverage_tier RT7_DISSENTER, cd-hit cluster 3 of 266 (cluster size 491, family pool 1557)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 76.1, 24 crystal donors at TM>=0.5, max TM 0.901	NO	NO	NO	NO	NO	YES	0.9640	0.3690	0.2550	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG12_37	66f957a2006df86cadf41fa6f6bb2db917d002a7d8127395cc3f105d85266ba2	605	UG12	rt_hash 324b20c100d6cfd9 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG12, coverage_tier RT7_DISSENTER, cd-hit cluster 37 of 266 (cluster size 75, family pool 1557)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 87.8, 25 crystal donors at TM>=0.5, max TM 0.978	NO	NO	NO	NO	NO	YES	0.6830	0.2920	0.2610	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG13_0	8b1d7fa488effb730b2bfb0fdbf37a0b97d2424ea6bdf172e3f654c4f34a93e8	613	UG13	rt_hash ec0cbd60b60cf652 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG13, coverage_tier BY_CONSTRUCTION, cd-hit cluster 0 of 32 (cluster size 2, family pool 40)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 79.7, 25 crystal donors at TM>=0.5, max TM 0.855	NO	NO	NO	NO	NO	YES	0.5760		0.2350	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG13_16	a1accf72840775597712f407e74fa672f821eda2ac7ff35f850b3633f09926b0	514	UG13	rt_hash 2dac6a423038667e (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG13, coverage_tier BY_CONSTRUCTION, cd-hit cluster 16 of 32 (cluster size 3, family pool 40)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 91.2, 27 crystal donors at TM>=0.5, max TM 0.858	NO	NO	NO	NO	NO	YES	0.6270		0.2060	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG13_30	108658ba05fe2da42b87bf4175587d48872178ef1866ff2dd93586ec638a39c7	250	UG13	rt_hash 3c9e3624db86dce1 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG13, coverage_tier BY_CONSTRUCTION, cd-hit cluster 30 of 32 (cluster size 3, family pool 40)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 95.0, 27 crystal donors at TM>=0.5, max TM 0.902	NO	NO	NO	NO	NO	YES	0.3550		0.2660	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG14_43	5cd6b26373e1d1a613d4a84750e34f235abe7f7235af4ececb335ff47166f7b8	407	UG14	rt_hash fc8ec34e7bb4f5b4 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG14, coverage_tier BY_CONSTRUCTION, cd-hit cluster 43 of 59 (cluster size 75, family pool 237)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 93.2, 27 crystal donors at TM>=0.5, max TM 0.927	NO	NO	NO	NO	NO	YES	0.9940		0.2860	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG15_123	d324be2a8d2826c5c15e571e4bb69f0c9266c5e566a251639056221b7e9755ac	507	UG15	rt_hash c0f09c7dcab4d8a3 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG15, coverage_tier RT7_DISSENTER, cd-hit cluster 123 of 161 (cluster size 25, family pool 640)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 91.4, 24 crystal donors at TM>=0.5, max TM 0.899	NO	NO	NO	NO	NO	YES	0.8100	0.2200	0.2910	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG15_31	129495afb690d8382ba3d784188a6ed70a1c64abd45dbac8fddf7fca393477bf	559	UG15	rt_hash 2dbb13f379bf66d6 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG15, coverage_tier RT7_DISSENTER, cd-hit cluster 31 of 161 (cluster size 29, family pool 640)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 75.9, 24 crystal donors at TM>=0.5, max TM 0.798	NO	NO	NO	NO	NO	YES	0.7730	0.4240	0.3020	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG15_42	2f310bce533291e0aa370ad23d6a84a3e137285236d2ae57a049221a706d43d1	550	UG15	rt_hash 07af46952153c471 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG15, coverage_tier RT7_DISSENTER, cd-hit cluster 42 of 161 (cluster size 43, family pool 640)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 88.4, 23 crystal donors at TM>=0.5, max TM 0.94	NO	NO	NO	NO	NO	YES	0.7330	0.3580	0.2660	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG15_65	8381b373e6ce44631254ec53e36808b38940e9033a36d86368c2692b396edca7	533	UG15	rt_hash bb484e8ef86a0298 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG15, coverage_tier RT7_DISSENTER, cd-hit cluster 65 of 161 (cluster size 25, family pool 640)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 86.1, 25 crystal donors at TM>=0.5, max TM 0.895	NO	NO	NO	NO	NO	YES	0.6910	0.5120	0.3200	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG15_74	d902515cffdb82ec95b353192b0b8097a913580e7b4a891194783d8727117efb	528	UG15	rt_hash 73e0e9e56dcfd0de (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG15, coverage_tier RT7_DISSENTER, cd-hit cluster 74 of 161 (cluster size 29, family pool 640)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 88.1, 23 crystal donors at TM>=0.5, max TM 0.895	NO	NO	NO	NO	NO	YES	0.6300	0.2530	0.2910	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG16_41	280fa39aa37591e088f5f19511c2dcd82ab26f01e423b1f84757bb46f019601d	548	UG16	rt_hash 8bb53198903061b5 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG16, coverage_tier BY_CONSTRUCTION, cd-hit cluster 41 of 160 (cluster size 27, family pool 546)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 87.2, 27 crystal donors at TM>=0.5, max TM 0.856	NO	NO	NO	NO	NO	YES	1.0000		0.2380	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
CAND_UG16_60	27fba4357c67934b532bf5f9d90f5683a276cd41c3491488bc51a114276c2137	534	UG16	rt_hash 739f4701e49eb402 (corpus sequence hash; no NCBI or UniProt accession exists for these)	stage2_rt/cache/ph4/dedup_501k.fasta - the 501,561-sequence deduplicated corpus, the same lineage as the Stage-1 catalogue	columns_rt17/followup/scripts/f3a_recruit.py (recruitment) then f3c_validate.py (the G1-G5 structural gate that kept 95 of 129)	tier_variantB in COMPLETE/COMPLETE_MOSAIC; not clipped; 200-900 aa; cd-hit at 50% identity; the K largest clusters per coverage tier (6 RT7_DISSENTER / 4 THIN / 3 BY_CONSTRUCTION). No bit score or e-value. This sequence: family RVT-UG16, coverage_tier BY_CONSTRUCTION, cd-hit cluster 60 of 160 (cluster size 18, family pool 546)	YES - every CAND arrived carrying Stage-2 annotation: a palm-HMM domain boundary (palm_qs_frozen/palm_qe_frozen/palm_cov_frozen), a catalytic xxDD motif string, and a family call. The seed expansion was NOT annotation-free; structural gate: mean pLDDT 87.5, 27 crystal donors at TM>=0.5, max TM 0.832	NO	NO	NO	NO	NO	YES	0.6020		0.2280	1.0000	EXACT_DUPLICATE	True	YES - the 95 were kept by a structural gate (ESMFold models, crystal donors at TM>=0.5, pLDDT>=70, catalytic chemistry and order). The old seed's expansion is structure-selected, which is why it may not seed a sequence-defined instrument in g4	38	every model trained on all167 has seen this sequence; 38 such models were found	PRIOR / AUDIT / COMPARATOR - excluded from g4 derivation, fitting, thresholds and calibration, and excluded from any Stage-1 sample by identity	CAND_* seed member	95 CAND_* members of all167.faa
