rt50	pool_loci	pool_exact_rt	pool_rt90	pool_rt70	type_modal	divergence_rt70_per_rt90	depth_bin	loci	exact_rt	rt90	genomes	genera	phyla	round1_exposed	split	stratum	n_members	gid	stability_testable	evaluable
adb6d3fbda9369bf6fd49ee78277b3c7c42f0fd323e5fc25dcb328d7f1a0aacb	130	33	15	4	I-C	0.26666666666666666	10-19	132	34	15	132	4	2	False	HELDOUT	I-C|10-19	15.0	adb6d3fbda9369bf	True	True
ae223fbe50f08b7c2aa6e1efc1befbcab66db0cc93ea5ca47d4fddaabf5f7446	9	9	8	7	XIII	0.875	6-9	11	11	8	11	7	3	False	HELDOUT	XIII|6-9	8.0	ae223fbe50f08b7c	False	True
ae85f7d186c5e2868ca85b675c0f36eb32c3ccd1c60a63b4af8e05fd4946cef1	316	37	14	6	IX	0.42857142857142855	10-19	332	42	17	331	21	3	True	DEV	IX|10-19	14.0	ae85f7d186c5e286	True	True
b0ff681bfbf1325f537aed867802aeac81e3d6720871108678db0a0ce0cce22e	125	50	20	9	III-A	0.45	>=20	150	64	28	150	49	8	False	HELDOUT	III-A|>=20	20.0	b0ff681bfbf1325f	True	True
b1008ea97cc5e69c2e8ed76b01dff67c4870bd4e825a8c48c4603dd6abf870ff	26	10	8	4	IV	0.5	6-9	35	16	12	35	7	2	False	DEV	IV|6-9	8.0	b1008ea97cc5e69c	False	True
b5be8138300930d99c229bf091b9f3fe15adf56a6202ce78c731a12b23be61fa	19	9	6	5	I-C	0.8333333333333334	6-9	31	14	11	31	8	3	False	DEV	I-C|6-9	5.0	b5be8138300930d9	False	False
b630657b1d23f4f3b5d1045105f7c34ad60b7c66be5191ec3ff7a0b8bef39c24	40	14	11	6	III-A	0.5454545454545454	10-19	60	22	17	60	17	2	False	HELDOUT	III-A|10-19	10.0	b630657b1d23f4f3	False	True
b68a7d8439bdc3c24bb3384e7a403682f5f9a49f61e22e216a159eb0c43348b2	29	23	20	16	XIII	0.8	>=20	62	44	36	62	24	3	False	DEV	XIII|>=20	19.0	b68a7d8439bdc3c2	True	True
b72373a9556a0e367b0dd0bcc91be755b664bd881a496fccd6013f5faeeafcb1	761	473	339	165	XIII	0.48672566371681414	>=20	1342	819	514	1331	267	11	True	DEV	XIII|>=20	20.0	b72373a9556a0e36	True	True
b7ba199a0ca2439591123c983106bef45cbd0c748797052f30c527143e94b01d	350	53	17	3	I-B	0.17647058823529413	10-19	378	57	17	378	19	3	True	DEV	I-B|10-19	17.0	b7ba199a0ca24395	True	True
b8bcb02df3aa74b6327750a938d92c45c84faaf74d692436adae05df9c50ec80	138	94	81	54	XIII	0.6666666666666666	>=20	422	320	251	422	105	6	False	HELDOUT	XIII|>=20	20.0	b8bcb02df3aa74b6	True	True
b8eeae5f28771610ba59bc96c9abada0d45bc53f26f10d2c2c54f1b0328a9de3	9	8	8	6	III-A	0.75	6-9	14	12	12	14	12	2	False	HELDOUT	III-A|6-9	7.0	b8eeae5f28771610	False	True
bac6c7563fc9cf37e9962e46086b4269c2de009c85be92b6c2c186aeec9fbe6e	34	12	9	4	III-A	0.4444444444444444	6-9	38	15	10	38	12	2	False	HELDOUT	III-A|6-9	7.0	bac6c7563fc9cf37	False	True
beddec72832b1b49afccc725b5e2fe21649d923b78e4040230954e6552ba1298	188	28	19	12	I-A	0.631578947368421	10-19	127764	673	87	127704	50	4	False	HELDOUT	I-A|10-19	19.0	beddec72832b1b49	True	True
c26da08c55d02a6aa0be466def2a72084f7c1d834cb3012b336efbd104a0825c	12	6	6	4	III-A	0.6666666666666666	6-9	30	18	16	30	18	2	False	DEV	III-A|6-9	6.0	c26da08c55d02a6a	False	True
c27cae419d4a71095661570a086f528ba115752f93359ff564411c04559069f9	43	19	18	11	I-B	0.6111111111111112	10-19	55	28	21	55	17	2	False	HELDOUT	I-B|10-19	17.0	c27cae419d4a7109	True	True
c34f95fe6fe5db37102a8e9d15ec7043e26c6e6a73b330b21ea497f9464d006a	164	30	17	11	I-B	0.6470588235294118	10-19	228	53	27	228	20	2	False	DEV	I-B|10-19	17.0	c34f95fe6fe5db37	True	True
c3c41dfe14f1d01bc33d06d7c47f3291414d9418d5d7cd5f52b59128a2cb987b	2082	262	121	63	IV	0.5206611570247934	>=20	2348	323	139	2263	75	3	False	DEV	IV|>=20	20.0	c3c41dfe14f1d01b	True	True
c5cffdb5a405570fb9d3060ce135e5a37179018e509e4d1e2cd1d78563c716fa	33881	657	22	9	I-C	0.4090909090909091	>=20	35062	911	27	35040	25	5	False	HELDOUT	I-C|>=20	20.0	c5cffdb5a405570f	True	True
c77fb054c7ad158113c9fb0d0c71777725240873593917c0b7cbada3d7310af0	496	118	9	7	I-B	0.7777777777777778	6-9	781	156	15	781	7	3	False	HELDOUT	I-B|6-9	7.0	c77fb054c7ad1581	False	True
cb32802455fd406c65059b69d54850ec2d1977109d21472942b5e23aec14bfc7	28	19	8	5	XIII	0.625	6-9	47	32	18	46	13	3	False	DEV	XIII|6-9	7.0	cb32802455fd406c	False	True
cbc974f32f2550514481c7094a6060c4a9031b84bafc8d262ade47135b7f47f2	231	109	33	16	XIII	0.48484848484848486	>=20	279	141	52	279	25	2	False	HELDOUT	XIII|>=20	20.0	cbc974f32f255051	True	True
cf7e39634e835f92d381e290713b34391999a6b82eafce1fa1b0fa97665bd626	20	15	7	5	II-A	0.7142857142857143	6-9	20	15	7	20	9	5	False	DEV	II-A|6-9	7.0	cf7e39634e835f92	False	True
d23118e6dedf1b947a59a207255cb47d0cfc6fe7793d80e699c9d8553a1613ce	31	18	18	18	III-A	1.0	10-19	44	23	22	44	14	2	False	HELDOUT	III-A|10-19	15.0	d23118e6dedf1b94	True	True
d46b15ffb94c6b87ab3296626c7d3f442d9088d56f79210275c95c447609601c	19	15	10	5	II-A	0.5	10-19	82	55	37	82	31	4	False	HELDOUT	II-A|10-19	10.0	d46b15ffb94c6b87	False	True
d7c476fdea359d5c54a3d8bdfda2261a8623943c446588dbd50b016dec7da045	105	15	8	6	I-C	0.75	6-9	106	15	8	106	4	2	False	HELDOUT	I-C|6-9	8.0	d7c476fdea359d5c	False	True
d81884f7ac0bc0bdb8f9ef166b831315833a7c7bdf06eaef2eef78ffe42c0748	8	7	6	4	III-A	0.6666666666666666	6-9	10	8	7	10	6	3	False	HELDOUT	III-A|6-9	6.0	d81884f7ac0bc0bd	False	True
d9a7aceedf5dcd45026264cd5be87366c130426836c42008bfa55dc5bc3e6333	200	122	18	10	I-C	0.5555555555555556	10-19	283	145	22	283	11	2	False	DEV	I-C|10-19	15.0	d9a7aceedf5dcd45	True	True
dba5847d3fe58cdb4276cd3fd47426abb31e0c042c9aa6f841623bb4da54a2bf	369	124	40	19	II-A	0.475	>=20	405	133	41	397	84	8	True	DEV	II-A|>=20	20.0	dba5847d3fe58cdb	True	True
def9f269948f31e06f6eaec20c38349fe4de864ef16122ffa991726ad201cbf0	10	8	8	7	XIII	0.875	6-9	12	10	10	12	7	3	False	HELDOUT	XIII|6-9	8.0	def9f269948f31e0	False	True
dfc1007ca068f5825dd82d1ee05aa82e0a097673f25ee9e251b3471c13836ab7	49	32	29	24	I-C	0.8275862068965517	>=20	54	36	32	54	28	6	False	DEV	I-C|>=20	20.0	dfc1007ca068f582	True	True
e0471f3ef2ba301b3868efda0ea98e4e970e9ca99bcdfdc6e9c7d9f6ed5bbd67	55	35	13	11	III-A	0.8461538461538461	10-19	75	47	20	75	24	5	False	HELDOUT	III-A|10-19	13.0	e0471f3ef2ba301b	True	True
e23501aa84029925a7dda2e14a425ce00533f377bddc601a3f9b5af7fabbd646	13	8	7	3	I-C	0.42857142857142855	6-9	13	8	7	13	3	2	True	DEV	I-C|6-9	7.0	e23501aa84029925	False	True
e6867966150bb9c5415b616716f2ab9f230139cac07f58571159de168ab57eb6	107	25	14	3	I-B	0.21428571428571427	10-19	141	31	17	139	6	2	False	DEV	I-B|10-19	13.0	e6867966150bb9c5	True	True
e79d0eaec20bb0efff9c9bc3b9d4f7ccc2c245e209b6b4097d3bf7918064600d	8	8	7	2	XIII	0.2857142857142857	6-9	10	10	8	10	6	2	False	DEV	XIII|6-9	7.0	e79d0eaec20bb0ef	False	True
e8231df5fbcc062f725f1b9505158ec2999898712cfc488d2ce7a8e79394f899	214	115	26	10	XIII	0.38461538461538464	>=20	239	129	29	239	17	2	False	HELDOUT	XIII|>=20	20.0	e8231df5fbcc062f	True	True
e923f79b3ab4fe4a02bffd194035f63f8f6a4165efd4126050f5e721c22eaacb	662	67	19	4	III-A	0.21052631578947367	10-19	717	74	20	706	8	2	False	DEV	III-A|10-19	19.0	e923f79b3ab4fe4a	True	True
eb2dd39a80d1a3c24d915d100b47fe8d41aaa45ad6fefa34b2d746deca31e208	118	93	77	52	XIII	0.6753246753246753	>=20	154	123	101	154	46	4	False	HELDOUT	XIII|>=20	20.0	eb2dd39a80d1a3c2	True	True
ebb64398e9194d297b0e5e8564ee14890dfb086de5bf70cf733800f64329bb61	241	75	29	14	II-A	0.4827586206896552	>=20	260	83	30	260	43	5	False	DEV	II-A|>=20	20.0	ebb64398e9194d29	True	True
edf2cb5ceb162a6e7435a8bccfbc50442a978d6eceb3e1efc539c87d99884e9d	58	30	25	14	III-A	0.56	>=20	115	60	43	115	42	2	False	HELDOUT	III-A|>=20	20.0	edf2cb5ceb162a6e	True	True
ee41c17b96e38f5593c77a4502e957c17af5b56f93ce2a61e52223188f0207ea	20	8	7	4	I-C	0.5714285714285714	6-9	29	10	9	29	6	2	False	DEV	I-C|6-9	7.0	ee41c17b96e38f55	False	True
ee69c83053518f4648491708d292b4069d9354548fa2adaaca3736ee14a6a501	33	11	8	7	III-A	0.875	6-9	95	22	11	95	17	2	False	DEV	III-A|6-9	8.0	ee69c83053518f46	False	True
eee04e946187aff153eaa252c346ef6e0dbffcdfa303cac337074bca7e53175b	44	26	21	6	XIII	0.2857142857142857	>=20	67	43	36	67	21	2	False	DEV	XIII|>=20	20.0	eee04e946187aff1	True	True
f05637012679e4fed91af4b8d4c1581a9b1fee6ec6e2b3c70e2ae82f2eb88352	63	31	18	13	I-B	0.7222222222222222	10-19	214	75	36	214	18	2	False	DEV	I-B|10-19	17.0	f05637012679e4fe	True	True
f2b7405045d629f581b8129e8fc537dc2bea0a8e0834032f918e658d257bd6b9	30	13	12	11	III-A	0.9166666666666666	10-19	91	42	29	91	33	2	False	HELDOUT	III-A|10-19	12.0	f2b7405045d629f5	True	True
f2d914d4027e3f39ee0a397b6920408ee8969c8377b1631ac80677dda2f475f4	24	12	11	5	III-A	0.45454545454545453	10-19	67	34	24	67	13	2	False	HELDOUT	III-A|10-19	11.0	f2d914d4027e3f39	False	True
f3fb4c37a2cb86db1e3cbd7f7d5f3245a22f0597e0b130b59d66abec6d472ee3	1899	128	33	8	IV	0.24242424242424243	>=20	2022	173	37	2022	32	4	False	HELDOUT	IV|>=20	20.0	f3fb4c37a2cb86db	True	True
f912462ef8e39dadfa5641d75e152975b07248b464d0112100856bf9c61c6ef8	73	21	10	3	III-A	0.3	10-19	75	21	10	75	3	2	False	DEV	III-A|10-19	9.0	f912462ef8e39dad	False	True
f922605741f14dc1db34708e9920173c4732b164a4b80bb5600b1f0a68444c5f	310	171	111	60	XIII	0.5405405405405406	>=20	380	227	150	378	89	6	False	DEV	XIII|>=20	20.0	f922605741f14dc1	True	True
f9ded41af649174ecdd44880292df8b2bb8c301db305b1de621446afade18d97	15	11	10	10	II-A	1.0	10-19	26	20	19	26	20	5	False	HELDOUT	II-A|10-19	6.0	f9ded41af649174e	False	True
fcc32fc7cc5e7a2b419c91c306238c1e81b3b82fee5a6f101f22287d9a034f27	32	14	12	7	III-A	0.5833333333333334	10-19	61	18	14	61	10	2	False	HELDOUT	III-A|10-19	12.0	fcc32fc7cc5e7a2b	True	True
