component_id	n_pairs	n_tokens	nll_U	nll_T	nll_R	d_R_minus_T	d_T_minus_U	d_R_minus_U	majority_retron_type	n_retron_types	n_pairs_T3	n_pairs_T4	in_sensitivity_population	median_rt_aa_len
CMP00407	2	364	1.4108155638307005	1.3952413705679088	1.3917466886750944	-0.003494681892814322	-0.015574193262791747	-0.01906887515560607	TypeIB2	1	2	0	1	374.0
CMP00410	2	319	1.4250814503636853	1.339441664166585	1.3614043232789235	0.021962659112338523	-0.08563978619710033	-0.06367712708476181	TypeIA_IIAI	1	0	0	1	316.0
CMP00413	2	474	1.4096608222285403	1.4245373689675633	1.392333662459619	-0.03220370650794435	0.014876546739023055	-0.017327159768921296	TypeIIIA2	1	2	2	1	316.5
CMP00395	2	318	1.4127200144641805	1.288708045047784	1.3239200040229462	0.03521195897516227	-0.12401196941639658	-0.08880001044123431	TypeIA_IIAI	1	0	0	1	324.5
CMP00419	2	262	1.432711302779103	1.4226733491620944	1.4344501058563932	0.011776756694298784	-0.010037953617008544	0.0017388030772902408	TypeIIIA1	1	0	0	1	317.5
CMP00865	1	82	1.4580461455554496	1.496246337890625	1.4788715083424637	-0.017374829548161275	0.038200192335175354	0.02082536278701408	TypeIIA2	1	0	0	1	415.0
CMP00886	1	182	1.428018758585165	1.2505786602313702	1.3287042471078725	0.07812558687650228	-0.1774400983537947	-0.09931451147729242	TypeIA_IIAI	1	0	0	1	321.0
CMP00883	1	273	1.3895246903974932	1.3917655525626718	1.3900186727335164	-0.0017468798291553345	0.002240862165178603	0.0004939823360232687	TypeIB2	1	0	0	1	353.0
CMP00880	1	165	1.3941280480587122	1.3946512858072917	1.4054407293146307	0.010789443507339014	0.0005232377485795414	0.011312681255918555	TypeIIIA2	1	1	0	1	343.0
CMP00868	1	130	1.387591317983774	1.3768108661358174	1.4037689208984374	0.026958054762620032	-0.010780451847956618	0.016177602914663414	TypeIIA3_proteo	1	0	0	1	317.0
CMP00877	1	90	1.3689503139919705	1.1589545355902777	1.1809200710720487	0.021965535481770937	-0.2099957784016928	-0.18803024291992188	OutgroupA	1	0	0	0	163.0
CMP00874	1	182	1.4033779102367359	1.321200695666638	1.3240498972463084	0.0028492015796703907	-0.08217721457009786	-0.07932801299042747	Ec107_like	1	1	1	1	324.0
CMP00871	1	128	1.3997621536254883	1.3467351198196411	1.3564391136169434	0.009703993797302246	-0.05302703380584717	-0.04332304000854492	TypeXIII_Mx65	1	0	0	1	441.0
CMP00892	1	126	1.4120147947281125	1.3781646244109622	1.385679214719742	0.007514590308779878	-0.03385017031715032	-0.02633558000837044	TypeXIII_Mx65	1	0	0	1	406.0
CMP00889	1	128	1.425286054611206	1.2692489624023438	1.4284355640411377	0.15918660163879395	-0.1560370922088623	0.0031495094299316406	TypeIC1_IC2	1	0	0	0	418.0
CMP00919	1	132	1.400180701053504	1.4129308064778645	1.3605996334191524	-0.052331173058712155	0.012750105424360614	-0.03958106763435154	TypeIX	1	0	0	1	199.0
CMP00895	1	156	1.4174976837940705	1.383414048414964	1.3601818573780549	-0.0232321910369091	-0.034083635379106525	-0.057315826416015625	TypeIA_IIAI	1	0	0	1	311.0
CMP00898	1	165	1.4130149147727273	1.3837176698626894	1.4278573700875947	0.04413970022490532	-0.029297244910037934	0.014842455314867387	TypeIIIA2	1	1	1	1	343.0
CMP00901	1	132	1.4357033931847774	1.3115463256835938	1.424332705411044	0.1127863797274502	-0.1241570675011836	-0.011370687773733401	OutgroupA	1	0	0	1	298.0
CMP00904	1	142	1.4211584816516285	1.4179448947100572	1.4415682940415933	0.02362339933153601	-0.003213586941571256	0.020409812389964754	TypeIIIA1	1	0	0	1	414.0
CMP00907	1	132	1.4129231770833333	1.2536609534061316	1.2594227646336411	0.005761811227509517	-0.15926222367720166	-0.15350041244969215	OutgroupA	1	0	0	1	248.0
CMP00910	1	206	1.4269801760182796	1.4111790332979368	1.4497904360873028	0.038611402789366034	-0.01580114272034283	0.022810260069023203	TypeIIA2	1	0	0	1	325.0
CMP00913	1	81	1.393310358494888	1.5076317492826485	2.2396394706066745	0.7320077213240259	0.11432139078776049	0.8463291121117864	OutgroupA	1	0	0	1	252.0
CMP00916	1	141	1.4180308673398714	1.4201642841312057	1.3963121995858268	-0.023852084545378904	0.002133416791334275	-0.02171866775404463	TypeIIIA1	1	0	0	1	353.0
CMP00859	1	136	1.3976595261517692	1.3158881243537455	1.2461573656867533	-0.06973075866699219	-0.08177140179802378	-0.15150216046501597	OutgroupA	1	1	0	1	440.0
CMP00922	1	153	1.419865128261591	1.3102460873672386	1.298471089282067	-0.011774998085171573	-0.10961904089435248	-0.12139403897952405	TypeIA_IIAI	1	0	0	1	311.0
CMP00862	1	278	1.413744260938905	1.4044961174614996	1.3989514687078461	-0.005544648753653458	-0.009248143477405435	-0.014792792231058893	TypeIIIA3	1	1	0	1	369.0
CMP00829	1	132	1.4258852871981533	1.4328617905125474	1.3865608446525806	-0.0463009458599668	0.006976503314394034	-0.03932444254557277	TypeIC1_IC2	1	0	0	0	328.0
CMP00856	1	170	1.4338737936580883	1.4257627599379596	1.3737618839039523	-0.05200087603400738	-0.008111033720128669	-0.06011190975413605	TypeIA_IIAI	1	0	0	1	307.0
CMP00853	1	162	1.4257151285807292	1.4805446671850888	1.3942353990342882	-0.08630926815080064	0.05482953860435957	-0.03147972954644107	TypeIA_IIAI	1	0	0	1	322.0
CMP00790	1	270	1.4077173303674768	1.405159053096065	1.3745474356192129	-0.030611617476852038	-0.0025582772714118907	-0.03316989474826393	TypeIIIA3	1	1	0	1	400.0
CMP00793	1	171	1.396142613818074	1.3766598171657987	1.4556146811323556	0.07895486396655693	-0.019482796652275258	0.059472067314281674	TypeIB2_firmi	1	0	0	1	147.0
CMP00796	1	164	1.4160485616544398	1.402341423965082	1.405553119938548	0.0032116959734660444	-0.013707137689357829	-0.010495441715891785	TypeXIII_Mx65	1	0	0	1	502.0
CMP00799	1	136	1.4085278230554916	1.4226058511173023	1.2858255049761604	-0.13678034614114187	0.014078028061810688	-0.12270231807933119	OutgroupA	1	0	0	1	254.0
CMP00802	1	129	1.4287360139595446	1.4174367032309836	1.4256983320842418	0.008261628853258207	-0.011299310728561052	-0.0030376818753028445	TypeXIIIB_Ne144	1	0	0	0	274.0
CMP00805	1	130	1.4331593440129207	1.2341942420372596	1.309708697979267	0.07551445594200734	-0.19896510197566109	-0.12345064603365374	TypeIC1_IC2	1	1	0	0	562.0
CMP00808	1	76	1.4964533354106702	1.4962404150711863	1.726929313258121	0.2306888981869346	-0.00021292033948383526	0.23047597784745077	TypeIIA2	1	0	0	1	658.0
CMP00811	1	148	1.433201248581345	1.5426596564215582	1.4727271827491555	-0.06993247367240274	0.10945840784021321	0.03952593416781047	TypeIC1_IC2	1	0	0	1	589.0
CMP00814	1	132	1.3969703443122632	1.3033040364583333	1.2732342806729404	-0.030069755785392838	-0.09366630785392993	-0.12373606363932277	OutgroupA	1	1	0	1	441.0
CMP00817	1	135	1.4013991744429977	1.4039234302662038	1.3531575520833334	-0.05076587818287037	0.002524255823206145	-0.04824162235966423	TypeIB1	1	0	0	1	325.0
CMP00820	1	134	1.3738004769851913	1.2358915414383163	1.2040610242245802	-0.03183051721373609	-0.137908935546875	-0.1697394527606111	OutgroupA	1	0	0	1	85.0
CMP00823	1	263	1.3940581695208532	1.379786154163201	1.3663802346349216	-0.013405919528279409	-0.014272015357652101	-0.02767793488593151	TypeIIIA3	1	0	0	1	388.0
CMP00826	1	176	1.4035681811246006	1.282341176813299	1.280038053339178	-0.0023031234741210938	-0.12122700431130151	-0.1235301277854226	TypeIA_IIAI	1	0	0	1	312.0
CMP00928	1	227	1.4081161431804103	1.3452414626066904	1.377110955998761	0.03186949339207068	-0.06287468057371992	-0.03100518718164924	TypeXIIIB_Ne144	1	0	0	1	164.0
CMP00832	1	133	1.3738952866174226	1.2792617683123826	1.2679062463287125	-0.01135552198367007	-0.09463351830503997	-0.10598904028871003	OutgroupA	1	1	0	1	344.0
CMP00835	1	179	1.4339197254713687	1.4880036934793994	1.3707662401252618	-0.1172374533541376	0.054083968008030725	-0.06315348534610687	TypeIA_IIAI	1	0	0	1	323.0
CMP00838	1	157	1.3860045997959793	1.339580365806628	1.3475288342518412	0.00794846844521313	-0.04642423398935125	-0.03847576554413812	TypeXIII_Mx65	1	0	0	1	481.0
CMP00841	1	157	1.418396384852707	1.3953072128781847	1.3661488332566183	-0.02915837962156642	-0.023089171974522316	-0.05224755159608874	TypeIA_IIAI	1	0	0	1	312.0
CMP00844	1	238	1.411129863322282	1.4420818681476497	1.4356802291228992	-0.0064016390247505495	0.03095200482536775	0.024550365800617202	TypeIIIA2	1	1	1	1	336.0
CMP00847	1	127	1.3222310223917322	1.1986938236266609	1.1379441388948697	-0.06074968473179121	-0.1235371987650713	-0.1842868834968625	OutgroupA	1	1	0	1	345.0
CMP00850	1	136	1.4210416008444393	1.2401740130256205	1.2659115510828354	0.025737538057214904	-0.18086758781881884	-0.15513004976160394	TypeIC1_IC2	1	1	0	1	575.0
CMP00925	1	289	1.4159274513746216	1.3946151997391327	1.391464602988484	-0.00315059675064866	-0.021312251635488888	-0.024462848386137548	TypeIIIA3	1	0	0	1	371.0
CMP00961	1	130	1.4053024291992187	1.2719332181490384	1.2297384408804086	-0.042194777268629746	-0.1333692110501803	-0.17556398831881004	OutgroupA	1	0	0	0	133.0
CMP00931	1	150	1.3905621337890626	1.3711846923828126	1.357749226888021	-0.013435465494791687	-0.019377441406249973	-0.03281290690104166	Ec107_like	1	1	0	1	401.0
CMP00934	1	136	1.423720303703757	1.3712831384995405	1.3713024363798254	1.9297880284874225e-05	-0.052437165204216374	-0.0524178673239315	OutgroupA	1	0	0	1	447.0
CMP01012	1	159	1.4206154301481426	1.4017484652921088	1.4265914053287145	0.0248429400366057	-0.018866964856033785	0.005975975180571913	TypeIB2	1	1	0	1	370.0
CMP01015	1	128	1.4069064855575562	1.3862934112548828	1.4630813598632812	0.07678794860839844	-0.02061307430267334	0.0561748743057251	TypeIIIA2	1	0	0	1	328.0
CMP01018	1	133	1.436345838962641	1.4230557778724153	1.3384621985872884	-0.0845935792851269	-0.013290061090225569	-0.09788364037535247	OutgroupA	1	0	0	1	428.0
CMP01021	1	153	1.4133292802798203	1.5240901373570261	1.355412402184181	-0.16867773517284523	0.11076085707720584	-0.05791687809563939	TypeIA_IIAI	1	0	0	1	321.0
CMP01024	1	152	1.388414784481651	1.2389536405864514	1.2258007651881169	-0.01315287539833454	-0.1494611438951996	-0.16261401929353414	TypeIA_IIAI	1	1	1	1	319.0
CMP01027	1	144	1.396254539489746	1.3826684951782227	1.3801169925265842	-0.002551502651638504	-0.013586044311523438	-0.01613754696316194	TypeIX	1	1	0	1	323.0
CMP01030	1	128	1.4126863479614258	1.369215488433838	1.3087146282196045	-0.0605008602142334	-0.04347085952758789	-0.10397171974182129	OutgroupA	1	0	0	1	450.0
CMP01033	1	131	1.4565179256992487	1.4197585710132394	1.3685680127325859	-0.05119055828065355	-0.036759354686009216	-0.08794991296666277	OutgroupA	1	0	0	1	253.0
CMP01036	1	168	1.405857177007766	1.2901369730631511	1.3401045118059431	0.04996753874279203	-0.1157202039446148	-0.06575266520182277	TypeIA_IIAI	1	0	0	1	287.0
CMP01039	1	127	1.4127021849624755	1.2751479261503444	1.2959515428918553	0.020803616741510877	-0.13755425881213101	-0.11675064207062014	OutgroupA	1	1	1	1	417.0
CMP01042	1	171	1.4409338521678545	1.495172333299068	1.3949103996767636	-0.10026193362230451	0.054238481131213545	-0.046023452491090966	TypeIA_IIAI	1	0	0	1	305.0
CMP01045	1	132	1.4378464438698508	1.4005166256066524	1.289276123046875	-0.11124050255977735	-0.03732981826319848	-0.14857032082297583	TypeIC1_IC2	1	1	0	1	562.0
CMP01048	1	168	1.359963825770787	1.3565942673456102	1.3271671476818265	-0.02942711966378364	-0.003369558425176722	-0.03279667808896036	TypeIB2	1	1	0	1	241.0
CMP01051	1	172	1.3988631492437318	1.3788261413574219	1.321443424668423	-0.05738271668899886	-0.02003700788630991	-0.07741972457530877	TypeIA_IIAI	1	0	0	1	313.0
CMP01054	1	152	1.4276662123830695	1.4059982299804688	1.3922002691971629	-0.013797960783305863	-0.021667982402600705	-0.03546594318590657	TypeIA_IIAI	1	0	0	0	325.0
CMP01057	1	275	1.4044342595880681	1.388099365234375	1.3853765314275568	-0.002722833806818148	-0.016334894353693175	-0.019057728160511322	TypeIIIA3	1	1	0	0	352.0
CMP01060	1	124	1.353572968513735	1.1602222073462702	1.1641791559034778	0.003956948557207518	-0.19335076116746475	-0.18939381261025723	OutgroupA	1	1	0	0	492.0
CMP01063	1	117	1.4352038782885952	1.4032086755475428	1.4123482989449787	0.009139623397435903	-0.031995202741052386	-0.022855579343616483	TypeIIIA1	1	0	0	1	352.0
CMP01066	1	148	1.4437325967324746	1.4268802952122044	1.3180406931284312	-0.10883960208377319	-0.016852301520270174	-0.12569190360404336	TypeIC1_IC2	1	0	0	1	554.0
CMP01069	1	130	1.3312740619365986	1.245343017578125	1.1696712787334735	-0.0756717388446515	-0.08593104435847354	-0.16160278320312504	OutgroupA	1	0	0	1	419.0
CMP00784	1	119	1.4207021248440783	1.4185102446740414	1.4282675350413603	0.009757290367318872	-0.0021918801700369084	0.007565410197281963	TypeIIIA1	1	0	0	1	347.0
CMP01009	1	158	1.4261111488825158	1.325153881990457	1.363883199571054	0.03872931758059717	-0.10095726689205886	-0.062227949311461694	TypeIA_IIAI	1	0	0	1	310.0
CMP01006	1	228	1.4238495408442982	1.4605196233381306	1.3739261292574698	-0.08659349408066075	0.03667008249383241	-0.04992341158682834	TypeXIIIA_firmi	1	0	0	1	337.0
CMP01003	1	141	1.4060764177471188	1.4029478248974956	1.3355343866010083	-0.06741343829648727	-0.0031285928496231907	-0.07054203114611046	OutgroupA	1	0	0	1	460.0
CMP00967	1	271	1.4224967252724285	1.4073576416916513	1.392698731369638	-0.014658910322013385	-0.015139083580777202	-0.029797993902790587	TypeIIIA3	1	1	0	1	380.0
CMP00937	1	125	1.4266195068359375	1.373292236328125	1.23272900390625	-0.14056323242187507	-0.053327270507812496	-0.19389050292968757	TypeIC1_IC2	1	1	1	0	564.0
CMP00940	1	135	1.4222904911747685	1.4248523853443287	1.2713860405815973	-0.15346634476273135	0.002561894169560208	-0.15090445059317115	TypeIC1_IC2	1	1	0	1	578.0
CMP00943	1	122	1.3920095474993597	1.4328250572329662	1.389677454213627	-0.043147603019339176	0.04081550973360648	-0.002332093285732695	TypeIIA2	1	0	0	1	367.0
CMP00946	1	118	1.4179904743776484	1.3923667002532443	1.4245124428959217	0.032145742642677444	-0.025623774124404086	0.006521968518273358	TypeIX	1	0	0	1	571.0
CMP00949	1	128	1.4308885335922241	1.604529857635498	1.699342966079712	0.09481310844421387	0.17364132404327393	0.2684544324874878	TypeIA_IIAI	1	0	0	1	75.0
CMP00952	1	156	1.4113101470164764	1.395889673477564	1.3893395448342347	-0.006550128643329378	-0.015420473538912294	-0.021970602182241672	TypeIB2	1	1	0	0	369.0
CMP00955	1	152	1.4004826796682257	1.370063580964741	1.3596820831298828	-0.0103814978348582	-0.030419098703484693	-0.04080059653834289	TypeIA_IIAI	1	0	0	1	177.0
CMP00958	1	150	1.4209959920247395	1.3877335611979167	1.4266838582356771	0.03895029703776043	-0.033262430826822786	0.005687866210937642	TypeXIII_Mx65	1	1	0	1	276.0
CMP00964	1	139	1.422213327970436	1.3953971588354317	1.4140965303928732	0.018699371557441502	-0.026816169135004397	-0.008116797577562895	TypeIB1	1	1	0	1	314.0
CMP00970	1	200	1.4034906005859376	1.423871307373047	1.3911354064941406	-0.03273590087890632	0.02038070678710935	-0.012355194091796973	TypeXIIIA_firmi	1	0	0	1	522.0
CMP01000	1	128	1.4098291397094727	1.2129528522491455	1.1865088939666748	-0.026443958282470703	-0.19687628746032715	-0.22332024574279785	OutgroupA	1	1	0	1	241.0
CMP00973	1	251	1.4184332007905875	1.3929031189694348	1.3863341798820343	-0.006568939087400416	-0.025530081821152795	-0.03209902090855321	TypeIIIA3	1	1	0	1	361.0
CMP00976	1	150	1.3780430094401042	1.3422979736328124	1.4475691731770832	0.10527119954427078	-0.035745035807291714	0.06952616373697906	TypeIIIA2	1	0	0	1	206.0
CMP00979	1	166	1.3985744614198983	1.35653907132436	1.3250629471009037	-0.03147612422345625	-0.04203539009553836	-0.07351151431899461	TypeIA_IIAI	1	0	0	1	316.0
CMP00982	1	131	1.413914571281608	1.3991247279043415	1.4198268278864503	0.020702099982108813	-0.01478984337726641	0.005912256604842403	TypeIIIA1	1	0	0	1	635.0
CMP00985	1	103	1.371810320511605	1.4314172244766383	1.461610071867415	0.030192847390776656	0.05960690396503332	0.08979975135580998	TypeIA_IIAI	1	0	0	1	614.0
CMP00988	1	160	1.4119802474975587	1.3911918640136718	1.404955768585205	0.013763904571533203	-0.020788383483886896	-0.007024478912353693	TypeIB2	1	1	0	1	388.0
CMP00991	1	137	1.432255654439439	1.395543007955064	1.3571152513044593	-0.038427756650604605	-0.036712646484375	-0.0751404031349796	TypeIC1_IC2	1	1	0	1	566.0
CMP00994	1	79	1.3968129218379153	1.3794536349139637	1.4156331895272942	0.036179554613330556	-0.01735928692395161	0.018820267689378944	TypeIIIA2	1	0	0	1	325.0
CMP00997	1	246	1.399564665507495	1.3891431606881988	1.3936239102991617	0.0044807496109628975	-0.010421504819296157	-0.005940755208333259	TypeIIIA3	1	1	0	1	388.0
CMP00787	1	129	1.3773878230605014	1.3367217307867005	1.313487681307534	-0.02323404947916652	-0.04066609227380091	-0.06390014175296743	OutgroupA	1	0	0	1	355.0
CMP00538	1	279	1.4182143125910058	1.3886842351660507	1.3788668724798387	-0.009817362686211917	-0.02953007742495517	-0.03934744011116709	TypeIIIA3	1	1	0	1	420.0
CMP00781	1	141	1.3861832855441045	1.4021452775238255	1.370440976839539	-0.031704300684286535	0.015961991979720924	-0.01574230870456561	TypeXIII_Mx65	1	0	0	1	301.0
CMP00634	1	133	1.434861147314086	1.5001906774994125	1.3746776150581532	-0.12551306244125926	0.0653295301853265	-0.06018353225593276	OutgroupA	1	1	0	1	438.0
CMP00568	1	135	1.4264591923466434	1.2932104040075232	1.1879127785011574	-0.10529762550636579	-0.13324878833912024	-0.23854641384548603	TypeIC1_IC2	1	1	0	1	325.0
CMP00571	1	127	1.439797469011442	1.4676101564422368	1.3844383419968012	-0.08317181444543564	0.027812687430794902	-0.05535912701464074	TypeIA_IIAI	1	0	0	0	312.0
CMP00574	1	128	1.4123927354812622	1.3265219926834106	1.3028144836425781	-0.02370750904083252	-0.08587074279785156	-0.10957825183868408	TypeIC1_IC2	1	1	0	1	577.0
CMP00577	1	224	1.4112954820905412	1.3641112191336495	1.307608195713588	-0.056503023420061416	-0.04718426295689171	-0.10368728637695312	TypeXIIIB_Ne144	1	1	0	1	520.0
CMP00580	1	129	1.4400126139322917	1.3387020613796028	1.26127991195797	-0.07742214942163272	-0.10131055255268895	-0.17873270197432167	OutgroupA	1	1	0	0	456.0
CMP00583	1	129	1.3984311125999274	1.298038216524346	1.3031814930050871	0.005143276480741088	-0.10039289607558133	-0.09524961959484024	OutgroupA	1	0	0	1	159.0
CMP00586	1	145	1.3910609804350755	1.478777023841595	1.4117174872036637	-0.06705953663793118	0.0877160434065194	0.020656506768588212	TypeIA_IIAI	1	0	0	1	265.0
CMP00589	1	182	1.4276740105597527	1.4237793304108002	1.4135997059581045	-0.010179624452695712	-0.003894680148952556	-0.014074304601648269	TypeIIIA2	1	0	0	1	368.0
CMP00592	1	122	1.411985803823002	1.234041057649206	1.3021490378457992	0.06810798019659314	-0.17794474617379596	-0.10983676597720282	OutgroupA	1	0	0	0	124.0
CMP00595	1	158	1.3629883391947686	1.2874050864690467	1.2446130680132517	-0.042792018455795056	-0.07558325272572186	-0.11837527118151692	Ec107_like	1	1	0	1	123.0
CMP00598	1	127	1.3863441287063238	1.3091817540446604	1.2523998350609007	-0.05678191898375973	-0.07716237466166342	-0.13394429364542315	OutgroupA	1	1	0	1	462.0
CMP00601	1	130	1.4032599815955529	1.2124105600210338	1.254550992525541	0.042140432504507164	-0.19084942157451912	-0.14870898907001195	OutgroupA	1	1	0	1	247.0
CMP00604	1	130	1.3569753793569712	1.2070747962364783	1.1664581298828125	-0.04061666635366579	-0.14990058312049293	-0.1905172494741587	OutgroupA	1	1	0	1	481.0
CMP00607	1	129	1.4395605279493702	1.3420529624288395	1.3178427053052326	-0.024210257123606915	-0.09750756552053064	-0.12171782264413755	OutgroupA	1	1	0	1	348.0
CMP00610	1	130	1.3915360670823318	1.2366401085486778	1.2343663142277643	-0.002273794320913458	-0.154895958533654	-0.15716975285456747	OutgroupA	1	1	0	1	413.0
CMP00613	1	129	1.3951652585998062	1.340419089147287	1.2720053029614826	-0.06841378618580429	-0.05474616945251931	-0.1231599556383236	OutgroupA	1	1	0	0	456.0
CMP00616	1	197	1.4208559917314403	1.3564493402006663	1.3998112557503173	0.043361915549650965	-0.06440665153077396	-0.021044735981122997	Ec107_like	1	1	0	1	349.0
CMP00619	1	136	1.4144523844999426	1.4070155199836283	1.4310895134420956	0.02407399345846728	-0.007436864516314312	0.016637128942152968	TypeIX	1	0	0	1	288.0
CMP00622	1	79	1.3548017091388944	1.38698771030088	1.3772515405582477	-0.009736169742632361	0.03218600116198567	0.022449831419353306	TypeIIA3_firmi	1	0	0	1	538.0
CMP00625	1	132	1.3821917447176846	1.2218782829515862	1.2299402410333806	0.00806195808179444	-0.1603134617660984	-0.15225150368430396	OutgroupA	1	0	0	0	168.0
CMP00628	1	128	1.4252833127975464	1.1769323348999023	1.1542696952819824	-0.022662639617919922	-0.24835097789764404	-0.27101361751556396	TypeIC1_IC2	1	1	0	1	579.0
CMP00565	1	223	1.3431682501138593	1.287796362633128	1.3455435577529429	0.057747195119814965	-0.05537188748073141	0.002375307639083557	TypeXIIIB_Ne144	1	0	0	1	256.0
CMP00562	1	157	1.409203596175856	1.3940323750684216	1.4045056385599124	0.010473263491490803	-0.015171221107434407	-0.004697957615943604	TypeIIIA2	1	1	0	1	375.0
CMP00559	1	124	1.4200291787424395	1.3799797796433972	1.3256348640688005	-0.05434491557459675	-0.04004939909904226	-0.09439431467363901	OutgroupA	1	0	0	1	471.0
CMP00520	1	149	1.4147861147886955	1.4072732605390101	1.3822829483339452	-0.02499031220506498	-0.007512854249685397	-0.032503166454750376	Ec107_like	1	0	0	1	345.0
CMP00494	1	126	1.4129551478794642	1.4232547093951513	1.3477732340494792	-0.07548147534567207	0.010299561515687117	-0.06518191382998495	TypeIA_IIAI	1	0	0	1	312.0
CMP00496	1	152	1.3655342302824323	1.4092801746569181	1.4308758785850124	0.02159570392809429	0.04374594437448587	0.06534164830258016	TypeIA_IIAI	1	0	0	1	304.0
CMP00499	1	124	1.390932390766759	1.3035806225192161	1.2608755788495463	-0.04270504366966987	-0.08735176824754287	-0.13005681191721274	OutgroupA	1	0	0	1	448.0
CMP00502	1	92	1.426099860149881	1.4532760951829993	1.4588981296705164	0.00562203448751708	0.027176235033118168	0.03279826952063525	TypeIIA2	1	0	0	1	329.0
CMP00505	1	126	1.4367891341920882	1.3464620681036086	1.2582281203497023	-0.08823394775390625	-0.09032706608847962	-0.17856101384238587	OutgroupA	1	1	1	1	448.0
CMP00508	1	180	1.4037946065266926	1.3786800808376736	1.4024982028537327	0.02381812201605915	-0.025114525689019063	-0.0012964036729599115	TypeIB2	1	1	1	1	374.0
CMP00511	1	224	1.4316917146955217	1.4000211443219865	1.3720784868512834	-0.027942657470703125	-0.031670570373535156	-0.05961322784423828	TypeXIIIB_Ne144	1	1	0	1	594.0
CMP00514	1	148	1.4190319164379224	1.2687615059517525	1.2425603093327702	-0.026201196618982348	-0.15027041048616985	-0.1764716071051522	TypeIC1_IC2	1	0	0	1	609.0
CMP00517	1	135	1.3891861527054399	1.2427243833188657	1.1840805618851273	-0.05864382143373836	-0.14646176938657418	-0.20510559082031254	OutgroupA	1	1	0	1	437.0
CMP00523	1	161	1.4145127764399748	1.4336166855711374	1.4085518025463413	-0.025064883024796147	0.019103909131162666	-0.005960973893633481	TypeIIIA2	1	0	0	1	354.0
CMP00556	1	131	1.4199068491695492	1.5785397828080272	1.4189357611969227	-0.15960402161110454	0.15863293363847797	-0.000971087972626572	TypeIC1_IC2	1	0	0	1	545.0
CMP00526	1	130	1.3324097853440504	1.1872184166541466	1.1661070603590744	-0.021111356295072214	-0.1451913686899038	-0.166302724984976	OutgroupA	1	1	0	1	990.0
CMP00529	1	144	1.4071211285061307	1.3266648186577692	1.2535243564181857	-0.07314046223958348	-0.0804563098483615	-0.15359677208794498	TypeIC1_IC2	1	1	0	0	185.0
CMP00532	1	132	1.392613497647372	1.256459785230232	1.1760288585316052	-0.08043092669862673	-0.13615371241714014	-0.21658463911576686	OutgroupA	1	1	0	1	513.0
CMP00535	1	204	1.3671746347464768	1.3787964465571385	1.3038178986194087	-0.07497854793772984	0.011621811810661686	-0.06335673612706816	TypeXIIIA_firmi	1	0	0	1	669.0
CMP00541	1	166	1.4127116375658886	1.5104344379471009	1.4104465346738517	-0.09998790327324913	0.09772280038121228	-0.002265102892036852	TypeIA_IIAI	1	0	0	1	180.0
CMP00544	1	130	1.442892573429988	1.4177487886868991	1.421978759765625	0.004229971078725914	-0.02514378474308887	-0.020913813664362957	OutgroupA	1	0	0	1	464.0
CMP00547	1	132	1.4337246056758997	1.4833420262192234	1.3965516523881392	-0.08679037383108423	0.04961742054332374	-0.03717295328776049	OutgroupB	1	0	0	1	323.0
CMP00550	1	139	1.4289460765372077	1.272124365936938	1.273638169542491	0.001513803605553088	-0.15682171060026984	-0.15530790699471675	TypeIC1_IC2	1	0	0	0	467.0
CMP00553	1	157	1.4023082757451732	1.3706417205227408	1.3411899250783739	-0.029451795444366935	-0.031666555222432446	-0.06111835066679938	Ec107_like	1	1	0	1	76.0
CMP00631	1	137	1.2880654439438868	1.1808478362368842	1.1398386711621806	-0.041009165074703535	-0.10721760770700262	-0.14822677278170615	OutgroupA	1	1	0	1	432.0
CMP00637	1	146	1.4184205564734054	1.3751098423787993	1.2414925980241331	-0.13361724435466615	-0.04331071409460607	-0.17692795844927223	TypeIC1_IC2	1	1	0	1	569.0
CMP00778	1	155	1.4006114344443044	1.2719119164251511	1.3283563429309475	0.0564444265057964	-0.12869951801915325	-0.07225509151335685	TypeIA_IIAI	1	0	0	1	292.0
CMP00640	1	70	1.4861990792410715	1.4887069702148437	1.5566737583705357	0.06796678815569202	0.002507890973772131	0.07047467912946415	TypeIIA2	1	0	0	0	337.0
CMP00715	1	281	1.4228005188639903	1.4061668097336522	1.3926173308565948	-0.013549478877057375	-0.016633709130338126	-0.0301831880073955	TypeIIIA3	1	1	0	1	392.0
CMP00718	1	148	1.4434432983398438	1.4914338395402238	1.4541908470360008	-0.03724299250422303	0.047990541200380044	0.010747548696157017	TypeIA_IIAI	1	0	0	0	319.0
CMP00721	1	129	1.4365800961043484	1.3679992912351624	1.295023008834484	-0.07297628240067833	-0.06858080486918605	-0.14155708726986438	OutgroupA	1	0	0	1	442.0
CMP00724	1	131	1.3854829045652433	1.250727879182073	1.2658309354126909	0.015103056230617806	-0.1347550253831702	-0.11965196915255238	TypeIC1_IC2	1	1	0	0	563.0
CMP00727	1	274	1.4105122141594435	1.408075040274293	1.396898032975023	-0.01117700729927007	-0.002437173885150523	-0.013614181184420593	TypeIIIA3	1	1	0	1	250.0
CMP00730	1	134	1.4071028979856577	1.4145116094333023	1.4581211147023672	0.04360950526906482	0.007408711447644656	0.051018216716709475	TypeIIIA1	1	1	0	0	374.0
